T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),T Max,,,Conduct. (S/cm),,Power Factor*T (W/mK),Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,temp of ICSD (K),S,ke/ktotal,
300,0.85,0.1314,261,1.56E-02,0.91,23.73,-50.67,5.18E-05,0.20,4.22,0.61,0.91,0.91,7.61E+00,0.91,1.56E-02,140.56,3,4,12,11.71333333,300,6.81E+04,0.91,0.91
400,0.85,0.0656,259,4.09E-02,0.91,23.73,-50.67,1.02E-04,0.20,4.22,0.61,0.91,0.91,1.52E+01,0.91,4.09E-02,140.56,3,4,12,11.71333333,300,6.71E+04,0.91,0.91
700,0.85,0.0458,283,1.22E-01,0.91,23.73,-50.67,1.75E-04,0.20,4.22,0.61,0.91,0.91,2.18E+01,0.91,1.22E-01,140.56,3,4,12,11.71333333,300,8.01E+04,0.91,0.91
1000,0.85,0.0488,315,2.03E-01,0.91,23.73,-50.67,2.03E-04,0.20,4.22,0.61,0.91,0.91,2.05E+01,0.91,2.03E-01,140.56,3,4,12,11.71333333,300,9.92E+04,0.91,0.91
300,0.85,0.011,174.4,8.30E-02,0.91,23.73,-50.67,2.77E-04,0.20,4.22,0.61,0.91,0.91,9.09E+01,0.91,8.30E-02,140.56,3,4,12,11.71333333,300,3.04E+04,0.91,0.91
400,0.85,0.0112,187.8,1.26E-01,0.91,23.73,-50.67,3.15E-04,0.20,4.22,0.61,0.91,0.91,8.93E+01,0.91,1.26E-01,140.56,3,4,12,11.71333333,300,3.53E+04,0.91,0.91
700,0.85,0.0137,232,2.75E-01,0.91,23.73,-50.67,3.93E-04,0.20,4.22,0.61,0.91,0.91,7.30E+01,0.91,2.75E-01,140.56,3,4,12,11.71333333,300,5.38E+04,0.91,0.91
1000,0.85,0.0171,271,4.29E-01,0.91,23.73,-50.67,4.29E-04,0.20,4.22,0.61,0.91,0.91,5.85E+01,0.91,4.29E-01,140.56,3,4,12,11.71333333,300,7.34E+04,0.91,0.91
300,0.85,0.00164,99.7,1.82E-01,0.91,23.73,-50.67,6.06E-04,0.20,4.22,0.61,0.91,0.91,6.10E+02,0.91,1.82E-01,140.56,3,4,12,11.71333333,300,9.94E+03,0.91,0.91
400,0.85,0.00196,115,2.70E-01,0.91,23.73,-50.67,6.75E-04,0.20,4.22,0.61,0.91,0.91,5.10E+02,0.91,2.70E-01,140.56,3,4,12,11.71333333,300,1.32E+04,0.91,0.91
700,0.85,0.00299,144.9,4.92E-01,0.91,23.73,-50.67,7.02E-04,0.20,4.22,0.61,0.91,0.91,3.34E+02,0.91,4.92E-01,140.56,3,4,12,11.71333333,300,2.10E+04,0.91,0.91
1000,0.85,0.00408,168.2,6.93E-01,0.91,23.73,-50.67,6.93E-04,0.20,4.22,0.61,0.91,0.91,2.45E+02,0.91,6.93E-01,140.56,3,4,12,11.71333333,300,2.83E+04,0.91,0.91
300,0.85,1.199,165,6.81E-04,0.000421041,23.73,-50.67,2.27E-06,0.000469788,1.45,0.61,0.000421041,0.000421041,8.34E-01,0.000421041,6.81E-04,822.88,4,7,28,29.38857143,300,2.72E+04,0.000421,0.000421041
400,0.85,0.5376,315.9,7.43E-03,0.001650433,23.73,-50.67,1.86E-05,0.006750055,1.1,0.61,0.001650433,0.001650433,1.86E+00,0.001650433,7.43E-03,822.88,4,7,28,29.38857143,300,9.98E+04,0.00165,0.001650433
700,0.85,0.2486,411.8,4.78E-02,0.009222114,23.73,-50.67,6.82E-05,0.064093403,0.745,0.61,0.009222114,0.009222114,4.02E+00,0.009222114,4.78E-02,822.88,4,7,28,29.38857143,300,1.70E+05,0.00922,0.009222114
1000,0.85,0.1127,265.4,6.25E-02,0.031286704,23.73,-50.67,6.25E-05,0.090317483,0.692,0.61,0.031286704,0.031286704,8.87E+00,0.031286704,6.25E-02,822.88,4,7,28,29.38857143,300,7.04E+04,0.031286,0.031286704
300,0.85,0.0981,90,2.48E-03,0.004468128,23.73,-50.67,8.26E-06,0.001483272,1.67,0.61,0.004468128,0.004468128,1.02E+01,0.004468128,2.48E-03,822.88,4,7,28,29.38857143,300,8.10E+03,0.004468,0.004468128
400,0.85,0.0461,164.8,2.36E-02,0.017073683,23.73,-50.67,5.89E-05,0.019004296,1.24,0.61,0.017073683,0.017073683,2.17E+01,0.017073683,2.36E-02,822.88,4,7,28,29.38857143,300,2.72E+04,0.01717368,0.017073683
700,0.85,0.0172,248,2.50E-01,0.118217054,23.73,-50.67,3.58E-04,0.297984496,0.84,0.61,0.118217054,0.118217054,5.81E+01,0.118217054,2.50E-01,822.88,4,7,28,29.38857143,300,6.15E+04,0.118217,0.118217054
1000,0.85,0.0172,287.5,4.81E-01,0.211732037,23.73,-50.67,4.81E-04,0.717253124,0.67,0.61,0.211732037,0.211732037,5.81E+01,0.211732037,4.81E-01,822.88,4,7,28,29.38857143,300,8.27E+04,0.21173,0.211732037
300,0.85,0.0589,81.5,3.38E-03,0.007532027,23.73,-50.67,1.13E-05,0.002050394,1.65,0.61,0.007532027,0.007532027,1.70E+01,0.007532027,3.38E-03,822.88,4,7,28,29.38857143,300,6.64E+03,0.00753,0.007532027
400,0.85,0.0337,150,2.67E-02,0.022804271,23.73,-50.67,6.68E-05,0.021028529,1.27,0.61,0.022804271,0.022804271,2.97E+01,0.022804271,2.67E-02,822.88,4,7,28,29.38857143,300,2.25E+04,0.0228,0.022804271
700,0.85,0.0138,233,2.75E-01,0.143916414,23.73,-50.67,3.93E-04,0.320208123,0.86,0.61,0.143916414,0.143916414,7.25E+01,0.143916414,2.75E-01,822.88,4,7,28,29.38857143,300,5.43E+04,0.1439,0.143916414
1000,0.85,0.0134,262,5.12E-01,0.260873284,23.73,-50.67,5.12E-04,0.73390925,0.698,0.61,0.260873284,0.260873284,7.46E+01,0.260873284,5.12E-01,822.88,4,7,28,29.38857143,300,6.86E+04,0.26087,0.260873284
300,0.85,0.0275,112.6,1.38E-02,0.016740995,23.73,-50.67,4.61E-05,0.008698978,1.59,0.61,0.016740995,0.016740995,3.64E+01,0.016740995,1.38E-02,822.88,4,7,28,29.38857143,300,1.27E+04,0.01674,0.016740995
400,0.85,0.0187,152,4.94E-02,0.042090737,23.73,-50.67,1.24E-04,0.039855097,1.24,0.61,0.042090737,0.042090737,5.35E+01,0.042090737,4.94E-02,822.88,4,7,28,29.38857143,300,2.31E+04,0.04209,0.042090737
700,0.85,0.0122,215,2.65E-01,0.166666667,23.73,-50.67,3.79E-04,0.315744536,0.84,0.61,0.166666667,0.166666667,8.20E+01,0.166666667,2.65E-01,822.88,4,7,28,29.38857143,300,4.62E+04,0.16666667,0.166666667
1000,0.85,0.0125,243,4.72E-01,0.287058824,23.73,-50.67,4.72E-04,0.694694118,0.68,0.61,0.287058824,0.287058824,8.00E+01,0.287058824,4.72E-01,822.88,4,7,28,29.38857143,300,5.90E+04,0.28706,0.287058824
300,0.85,0.0475,-191,2.30E-02,0.002708353,23.73,-50.67,7.68E-05,0.00404932,5.69,0.61,0.002708353,0.002708353,2.11E+01,0.002708353,2.30E-02,601.91,16,3,48,12.53979167,300,3.65E+04,0.002708,0.002708353
400,0.85,0.026,-183,5.15E-02,0.007029674,23.73,-50.67,1.29E-04,0.009648228,5.34,0.61,0.007029674,0.007029674,3.85E+01,0.007029674,5.15E-02,601.91,16,3,48,12.53979167,300,3.35E+04,0.007029,0.007029674
700,0.85,0.0123,-180.6,1.86E-01,0.028339141,23.73,-50.67,2.65E-04,0.037881951,4.9,0.61,0.028339141,0.028339141,8.13E+01,0.028339141,1.86E-01,601.91,16,3,48,12.53979167,300,3.26E+04,0.028339,0.028339141
1000,0.85,0.00605,-87.3,1.26E-01,0.080339798,23.73,-50.67,1.26E-04,0.025093971,5.02,0.61,0.080339798,0.080339798,1.65E+02,0.080339798,1.26E-01,601.91,16,3,48,12.53979167,300,7.62E+03,0.0803398,0.080339798
300,0.85,0.1275,-318,2.38E-02,0.001250801,23.73,-50.67,7.93E-05,0.005183852,4.59,0.61,0.001250801,0.001250801,7.84E+00,0.001250801,2.38E-02,601.91,16,3,48,12.53979167,300,1.01E+05,0.00125,0.001250801
400,0.85,0.0563,-327,7.60E-02,0.004238558,23.73,-50.67,1.90E-04,0.018574785,4.09,0.61,0.004238558,0.004238558,1.78E+01,0.004238558,7.60E-02,601.91,16,3,48,12.53979167,300,1.07E+05,0.004238,0.004238558
700,0.85,0.024,-287,2.40E-01,0.018016878,23.73,-50.67,3.43E-04,0.060820992,3.95,0.61,0.018016878,0.018016878,4.17E+01,0.018016878,2.40E-01,601.91,16,3,48,12.53979167,300,8.24E+04,0.018017,0.018016878
1000,0.85,0.0122,-100.8,8.33E-02,0.047505938,23.73,-50.67,8.33E-05,0.019782407,4.21,0.61,0.047505938,0.047505938,8.20E+01,0.047505938,8.33E-02,601.91,16,3,48,12.53979167,300,1.02E+04,0.04751,0.047505938
300,0.85,0.27,-226,5.68E-03,0.000947941,23.73,-50.67,1.89E-05,0.001984305,2.86,0.61,0.000947941,0.000947941,3.70E+00,0.000947941,5.68E-03,601.91,16,3,48,12.53979167,300,5.11E+04,0.000948,0.000947941
400,0.85,0.1495,-227,1.38E-02,0.002472889,23.73,-50.67,3.45E-05,0.005222357,2.64,0.61,0.002472889,0.002472889,6.69E+00,0.002472889,1.38E-02,601.91,16,3,48,12.53979167,300,5.15E+04,0.002473,0.002472889
700,0.85,0.0518,-222,6.66E-02,0.011139518,23.73,-50.67,9.51E-05,0.0225,2.96,0.61,0.011139518,0.011139518,1.93E+01,0.011139518,6.66E-02,601.91,16,3,48,12.53979167,300,4.93E+04,0.011139,0.011139518
1000,0.85,0.0214,-68,2.16E-02,0.035409532,23.73,-50.67,2.16E-05,0.006710396,3.22,0.61,0.035409532,0.035409532,4.67E+01,0.035409532,2.16E-02,601.91,16,3,48,12.53979167,300,4.62E+03,0.03541,0.035409532
300,0.85,0.4571,470,1.45E-02,0.00103987,23.73,-50.67,4.83E-05,0.009414235,1.54,0.61,0.00103987,0.00103987,2.19E+00,0.00103987,1.45E-02,770.68,2,13,26,29.64153846,300,2.21E+05,0.00104,0.00103987
400,0.85,0.409,463,2.10E-02,0.001940088,23.73,-50.67,5.24E-05,0.017044865,1.23,0.61,0.001940088,0.001940088,2.45E+00,0.001940088,2.10E-02,770.68,2,13,26,29.64153846,300,2.14E+05,0.00194,0.001940088
700,0.85,0.2349,390,4.53E-02,0.00951725,23.73,-50.67,6.48E-05,0.059326794,0.764,0.61,0.00951725,0.00951725,4.26E+00,0.00951725,4.53E-02,770.68,2,13,26,29.64153846,300,1.52E+05,0.009517,0.00951725
300,0.85,0.0332,193,3.37E-02,0.014797445,23.73,-50.67,1.12E-04,0.022589755,1.49,0.61,0.014797445,0.014797445,3.01E+01,0.014797445,3.37E-02,770.68,2,13,26,29.64153846,300,3.72E+04,0.014797,0.014797445
400,0.85,0.0224,219.9,8.64E-02,0.036309524,23.73,-50.67,2.16E-04,0.071958348,1.2,0.61,0.036309524,0.036309524,4.46E+01,0.036309524,8.64E-02,770.68,2,13,26,29.64153846,300,4.84E+04,0.03631,0.036309524
700,0.85,0.0181,261.7,2.65E-01,0.113282882,23.73,-50.67,3.78E-04,0.317966897,0.833,0.61,0.113282882,0.113282882,5.52E+01,0.113282882,2.65E-01,770.68,2,13,26,29.64153846,300,6.85E+04,0.11328,0.113282882
300,0.85,0.00506,142.7,1.21E-01,0.099768298,23.73,-50.67,4.02E-04,0.083262737,1.45,0.61,0.099768298,0.099768298,1.98E+02,0.099768298,1.21E-01,770.68,2,13,26,29.64153846,300,2.04E+04,0.099768,0.099768298
400,0.85,0.00544,161,1.91E-01,0.154665314,23.73,-50.67,4.76E-04,0.164306542,1.16,0.61,0.154665314,0.154665314,1.84E+02,0.154665314,1.91E-01,770.68,2,13,26,29.64153846,300,2.59E+04,0.15466,0.154665314
700,0.85,0.00733,200.8,3.85E-01,0.284164642,23.73,-50.67,5.50E-04,0.469577879,0.82,0.61,0.284164642,0.284164642,1.36E+02,0.284164642,3.85E-01,770.68,2,13,26,29.64153846,300,4.03E+04,0.28416,0.284164642
1000,0.85,0.00939,207,4.56E-01,0.369631444,23.73,-50.67,4.56E-04,0.649112203,0.703,0.61,0.369631444,0.369631444,1.07E+02,0.369631444,4.56E-01,770.68,2,13,26,29.64153846,300,4.28E+04,0.36963,0.369631444
300,0.85,0.887847148,-413.39,5.77E-03,0.91,23.73,-50.67,1.92E-05,0.20,4.22,0.61,0.91,0.91,1.13E+04,0.91,5.77E-03,101.11,2,5,10,10.111,293,1.71E+05,0.91,0.91
400,0.85,0.491905692,-402.83,1.32E-02,0.91,23.73,-50.67,3.30E-05,0.20,4.22,0.61,0.91,0.91,2.03E+04,0.91,1.32E-02,101.11,2,5,10,10.111,293,1.62E+05,0.91,0.91
700,0.85,0.179726815,-370.39,5.34E-02,0.91,23.73,-50.67,7.63E-05,0.20,4.22,0.61,0.91,0.91,5.56E+04,0.91,5.34E-02,101.11,2,5,10,10.111,293,1.37E+05,0.91,0.91
1000,0.85,0.138108766,-371.87,1.00E-01,0.91,23.73,-50.67,1.00E-04,0.20,4.22,0.61,0.91,0.91,7.24E+04,0.91,1.00E-01,101.11,2,5,10,10.111,293,1.38E+05,0.91,0.91
300,0.85,0.376396903,-366.46,1.07E-02,2.486899795,23.73,-50.67,3.57E-05,0.001368757,7.82,0.61,2.486899795,2.486899795,2.66E+04,2.486899795,1.07E-02,101.11,2,5,10,10.111,293,1.34E+05,2.4868,2.486899795
400,0.85,0.21392342,-343.86,2.21E-02,6.641019389,23.73,-50.67,5.53E-05,0.003218108,6.87,0.61,6.641019389,6.641019389,4.67E+04,6.641019389,2.21E-02,101.11,2,5,10,10.111,293,1.18E+05,6.64,6.641019389
700,0.85,0.09422584,-322.97,7.75E-02,38.56736681,23.73,-50.67,1.11E-04,0.016487796,4.7,0.61,38.56736681,38.56736681,1.06E+05,38.56736681,7.75E-02,101.11,2,5,10,10.111,293,1.04E+05,38.56,38.56736681
1000,0.85,0.072099613,-328.38,1.50E-01,95.59906215,23.73,-50.67,1.50E-04,0.04224856,3.54,0.61,95.59906215,95.59906215,1.39E+05,95.59906215,1.50E-01,101.11,2,5,10,10.111,293,1.08E+05,95.599,95.59906215
300,0.85,0.41152094,-335.01,8.18E-03,2.783673427,23.73,-50.67,2.73E-05,0.00128041,6.39,0.61,2.783673427,2.783673427,2.43E+04,2.783673427,8.18E-03,101.11,2,5,10,10.111,293,1.12E+05,2.78,2.783673427
400,0.85,0.205898583,-308.72,1.85E-02,7.993588128,23.73,-50.67,4.63E-05,0.00312239,5.93,0.61,7.993588128,7.993588128,4.86E+04,7.993588128,1.85E-02,101.11,2,5,10,10.111,293,9.53E+04,7.9935,7.993588128
700,0.85,0.075870807,-292.02,7.87E-02,51.87085806,23.73,-50.67,1.12E-04,0.018127751,4.34,0.61,51.87085806,51.87085806,1.32E+05,51.87085806,7.87E-02,101.11,2,5,10,10.111,293,8.53E+04,51.87,51.87085806
1000,0.85,0.057563565,-294.72,1.51E-01,126.5311164,23.73,-50.67,1.51E-04,0.045042023,3.35,0.61,126.5311164,126.5311164,1.74E+05,126.5311164,1.51E-01,101.11,2,5,10,10.111,293,8.69E+04,126.53,126.5311164
300,0.85,1,-427.64,5.49E-03,0.91,23.73,-50.67,1.83E-05,0.20,4.22,0.61,0.91,0.91,1.00E+04,0.91,5.49E-03,303.23,6,5,30,10.10766667,300,1.83E+05,0.91,0.91
400,0.85,0.515440005,-413.39,1.33E-02,0.91,23.73,-50.67,3.32E-05,0.20,4.22,0.61,0.91,0.91,1.94E+04,0.91,1.33E-02,303.23,6,5,30,10.10766667,300,1.71E+05,0.91,0.91
700,0.85,0.213016592,-373.83,4.59E-02,0.91,23.73,-50.67,6.56E-05,0.20,4.22,0.61,0.91,0.91,4.69E+04,0.91,4.59E-02,303.23,6,5,30,10.10766667,300,1.40E+05,0.91,0.91
1000,0.85,0.162304991,-374.57,8.64E-02,0.91,23.73,-50.67,8.64E-05,0.20,4.22,0.61,0.91,0.91,6.16E+04,0.91,8.64E-02,303.23,6,5,30,10.10766667,300,1.40E+05,0.91,0.91
300,0.85,0.467457917,-364.5,8.53E-03,2.289351404,23.73,-50.67,2.84E-05,0.001246546,6.84,0.61,2.289351404,2.289351404,2.14E+04,2.289351404,8.53E-03,303.23,6,5,30,10.10766667,300,1.33E+05,2.28,2.289351404
400,0.85,0.263429643,-335.5,1.71E-02,6.004820227,23.73,-50.67,4.27E-05,0.002770165,6.17,0.61,6.004820227,6.004820227,3.80E+04,6.004820227,1.71E-02,303.23,6,5,30,10.10766667,300,1.13E+05,6,6.004820227
700,0.85,0.107489318,-317.81,6.58E-02,37.65391232,23.73,-50.67,9.40E-05,0.015587038,4.22,0.61,37.65391232,37.65391232,9.30E+04,37.65391232,6.58E-02,303.23,6,5,30,10.10766667,300,1.01E+05,37.65,37.65391232
1000,0.85,0.087288979,-323.46,1.20E-01,90.75690909,23.73,-50.67,1.20E-04,0.038917217,3.08,0.61,90.75690909,90.75690909,1.15E+05,90.75690909,1.20E-01,303.23,6,5,30,10.10766667,300,1.05E+05,90.75,90.75690909
300,0.85,0.000588239,-26.52,3.59E-02,0.538697905,23.73,-50.67,1.20E-04,0.015529759,2.31,0.61,0.538697905,0.538697905,1.70E+03,0.538697905,3.59E-02,1193,1,55,55,21.69090909,90,7.03E+02,0.5386,0.538697905
400,0.85,0.000660331,-33.75,6.90E-02,0.634354771,23.73,-50.67,1.72E-04,0.029608249,2.33,0.61,0.634354771,0.634354771,1.51E+03,0.634354771,6.90E-02,1193,1,55,55,21.69090909,90,1.14E+03,0.6343,0.634354771
700,0.85,0.00087797,-53.15,2.25E-01,0.790811694,23.73,-50.67,3.22E-04,0.091565242,2.46,0.61,0.790811694,0.790811694,1.14E+03,0.790811694,2.25E-01,1193,1,55,55,21.69090909,90,2.83E+03,0.7908,0.790811694
1000,0.85,0.0011173,-79.05,5.59E-01,0.849741647,23.73,-50.67,5.59E-04,0.217595686,2.57,0.61,0.849741647,0.849741647,8.95E+02,0.849741647,5.59E-01,1193,1,55,55,21.69090909,90,6.25E+03,0.8497,0.849741647
300,0.85,2.91889,-752.2,5.82E-03,8.47E-06,23.73,-50.67,1.94E-05,0.00019646,29.6,0.61,8.47E-06,8.47E-06,3.43E-01,8.47E-06,5.82E-03,189.28,2,7,14,13.52,298,5.66E+05,8.47E-06,8.47E-06
400,0.85,2.16164,-618.43,7.08E-03,3.30E-05,23.73,-50.67,1.77E-05,0.000516571,13.7,0.61,3.30E-05,3.30E-05,4.63E-01,3.30E-05,7.08E-03,189.28,2,7,14,13.52,298,3.82E+05,3.30E-05,3.30E-05
700,0.85,0.0243757,-99.7,2.85E-02,0.016723098,23.73,-50.67,4.08E-05,0.006813229,4.19,0.61,0.016723098,0.016723098,4.10E+01,0.016723098,2.85E-02,189.28,2,7,14,13.52,298,9.94E+03,0.016723,0.016723098
1000,0.85,0.00158489,26.27,4.35E-02,0.390745945,23.73,-50.67,4.35E-05,0.011049908,3.94,0.61,0.390745945,0.390745945,6.31E+02,0.390745945,4.35E-02,189.28,2,7,14,13.52,298,6.90E+02,0.3907,0.390745945
300,0.85,0.0594173,-249.39,3.14E-02,0.001255697,23.73,-50.67,1.05E-04,0.003200812,9.811,0.61,0.001255697,0.001255697,1.68E+01,0.001255697,3.14E-02,189.28,2,7,14,13.52,298,6.22E+04,0.001255,0.001255697
400,0.85,0.038248,-182.68,3.49E-02,0.003177793,23.73,-50.67,8.72E-05,0.00434609,8.03,0.61,0.003177793,0.003177793,2.61E+01,0.003177793,3.49E-02,189.28,2,7,14,13.52,298,3.34E+04,0.0031777,0.003177793
700,0.85,0.0216164,-98.5,3.14E-02,0.015050301,23.73,-50.67,4.49E-05,0.005984998,5.25,0.61,0.015050301,0.015050301,4.63E+01,0.015050301,3.14E-02,189.28,2,7,14,13.52,298,9.70E+03,0.01505,0.015050301
1000,0.85,0.0229546,-82.67,2.98E-02,0.027241614,23.73,-50.67,2.98E-05,0.007630344,3.902,0.61,0.027241614,0.027241614,4.36E+01,0.027241614,2.98E-02,189.28,2,7,14,13.52,298,6.83E+03,0.02724,0.027241614
300,0.85,0.189785,-343.22,1.86E-02,0.000225555,23.73,-50.67,6.21E-05,0.001088945,17.1,0.61,0.000225555,0.000225555,5.27E+00,0.000225555,1.86E-02,189.28,2,7,14,13.52,298,1.18E+05,0.0002255,0.000225555
400,0.85,0.140548,-294.38,2.47E-02,0.000625608,23.73,-50.67,6.17E-05,0.002221923,11.1,0.61,0.000625608,0.000625608,7.12E+00,0.000625608,2.47E-02,189.28,2,7,14,13.52,298,8.67E+04,0.000625,0.000625608
700,0.85,0.0763148,-175.63,2.83E-02,0.004287544,23.73,-50.67,4.04E-05,0.005420334,5.22,0.61,0.004287544,0.004287544,1.31E+01,0.004287544,2.83E-02,189.28,2,7,14,13.52,298,3.08E+04,0.00428,0.004287544
1000,0.85,0.0371163,-63.68,1.09E-02,0.018110003,23.73,-50.67,1.09E-05,0.003009932,3.63,0.61,0.018110003,0.018110003,2.69E+01,0.018110003,1.09E-02,189.28,2,7,14,13.52,298,4.06E+03,0.01811,0.018110003
300,0.85,0.00053,-45,1.15E-01,0.574992538,23.73,-50.67,3.82E-04,0.047719668,2.402,0.61,0.574992538,0.574992538,1.89E+03,0.574992538,1.15E-01,893.06,4,7,28,31.895,300,2.03E+03,0.57499,0.574992538
400,0.85,0.000589,-46.6,1.47E-01,0.64226583,23.73,-50.67,3.69E-04,0.057160606,2.58,0.61,0.64226583,0.64226583,1.70E+03,0.64226583,1.47E-01,893.06,4,7,28,31.895,300,2.17E+03,0.6422,0.64226583
700,0.85,0.000802,-67.6,3.99E-01,0.782969048,23.73,-50.67,5.70E-04,0.146638551,2.72,0.61,0.782969048,0.782969048,1.25E+03,0.782969048,3.99E-01,893.06,4,7,28,31.895,300,4.57E+03,0.782969,0.782969048
1000,0.85,0.00103,-87.8,7.48E-01,0.890575954,23.73,-50.67,7.48E-04,0.281365063,2.66,0.61,0.890575954,0.890575954,9.71E+02,0.890575954,7.48E-01,893.06,4,7,28,31.895,300,7.71E+03,0.8906,0.890575954
300,0.85,0.0011,-53,7.66E-02,0.324611973,23.73,-50.67,2.55E-04,0.037370288,2.05,0.61,0.324611973,0.324611973,9.09E+02,0.324611973,7.66E-02,893.06,4,7,28,31.895,300,2.81E+03,0.3246,0.324611973
400,0.85,0.00137,-58,9.82E-02,0.345829495,23.73,-50.67,2.46E-04,0.047679116,2.06,0.61,0.345829495,0.345829495,7.30E+02,0.345829495,9.82E-02,893.06,4,7,28,31.895,300,3.36E+03,0.3458,0.345829495
700,0.85,0.00187,-87.2,2.85E-01,0.461297467,23.73,-50.67,4.07E-04,0.143755415,1.98,0.61,0.461297467,0.461297467,5.35E+02,0.461297467,2.85E-01,893.06,4,7,28,31.895,300,7.60E+03,0.46129,0.461297467
1000,0.85,0.00225,-117.3,6.12E-01,0.586186186,23.73,-50.67,6.12E-04,0.330553514,1.85,0.61,0.586186186,0.586186186,4.44E+02,0.586186186,6.12E-01,893.06,4,7,28,31.895,300,1.38E+04,0.58619,0.586186186
300,0.85,0.018,-91,1.38E-02,0.027664399,23.73,-50.67,4.60E-05,0.009388889,1.47,0.61,0.027664399,0.027664399,5.56E+01,0.027664399,1.38E-02,893.06,4,7,28,31.895,300,8.28E+03,0.0276644,0.027664399
400,0.85,0.00135,-89.9,2.39E-01,0.531590414,23.73,-50.67,5.99E-04,0.176078649,1.36,0.61,0.531590414,0.531590414,7.41E+02,0.531590414,2.39E-01,893.06,4,7,28,31.895,300,8.08E+03,0.53159,0.531590414
700,0.85,0.00721,-159.3,2.46E-01,0.202472824,23.73,-50.67,3.52E-04,0.210575803,1.17,0.61,0.202472824,0.202472824,1.39E+02,0.202472824,2.46E-01,893.06,4,7,28,31.895,300,2.54E+04,0.20247,0.202472824
1000,0.85,0.00687,-221.2,7.12E-01,0.359845384,23.73,-50.67,7.12E-04,0.721599719,0.987,0.61,0.359845384,0.359845384,1.46E+02,0.359845384,7.12E-01,893.06,4,7,28,31.895,300,4.89E+04,0.3598,0.359845384
300,0.85,0.0071,-71,2.13E-02,0.052414129,23.73,-50.67,7.10E-05,0.010828673,1.967,0.61,0.052414129,0.052414129,1.41E+02,0.052414129,2.13E-02,893.06,4,7,28,31.895,300,5.04E+03,0.052414,0.052414129
400,0.85,0.00535,-69.5,3.61E-02,0.099688474,23.73,-50.67,9.03E-05,0.019734436,1.83,0.61,0.099688474,0.099688474,1.87E+02,0.099688474,3.61E-02,893.06,4,7,28,31.895,300,4.83E+03,0.099688,0.099688474
700,0.85,0.00437,-130.6,2.73E-01,0.250542745,23.73,-50.67,3.90E-04,0.175137182,1.56,0.61,0.250542745,0.250542745,2.29E+02,0.250542745,2.73E-01,893.06,4,7,28,31.895,300,1.71E+04,0.25054,0.250542745
1000,0.85,0.00527,-185.2,6.51E-01,0.337954819,23.73,-50.67,6.51E-04,0.475062535,1.37,0.61,0.337954819,0.337954819,1.90E+02,0.337954819,6.51E-01,893.06,4,7,28,31.895,300,3.43E+04,0.33795,0.337954819
300,0.85,0.00061,-40.87,8.21E-02,0.487804878,23.73,-50.67,2.74E-04,0.03339378,2.46,0.61,0.487804878,0.487804878,1.64E+03,0.487804878,8.21E-02,893.06,4,7,28,31.895,300,1.67E+03,0.4878,0.487804878
400,0.85,0.00061,-41.6,1.13E-01,0.614203455,23.73,-50.67,2.84E-04,0.043562128,2.605,0.61,0.614203455,0.614203455,1.64E+03,0.614203455,1.13E-01,893.06,4,7,28,31.895,300,1.73E+03,0.6142,0.614203455
700,0.85,0.000802,-57.6,2.90E-01,0.749885849,23.73,-50.67,4.14E-04,0.101964806,2.84,0.61,0.749885849,0.749885849,1.25E+03,0.749885849,2.90E-01,893.06,4,7,28,31.895,300,3.32E+03,0.74988,0.749885849
1000,0.85,0.000974,-74.7,5.73E-01,0.872868805,23.73,-50.67,5.73E-04,0.199618299,2.87,0.61,0.872868805,0.872868805,1.03E+03,0.872868805,5.73E-01,893.06,4,7,28,31.895,300,5.58E+03,0.87286,0.872868805
300,0.85,0.0027,-41,1.87E-02,0.218637993,23.73,-50.67,6.23E-05,0.015062724,1.24,0.61,0.218637993,0.218637993,3.70E+02,0.218637993,1.87E-02,893.06,4,7,28,31.895,300,1.68E+03,0.21863,0.218637993
400,0.85,0.00268,-89,1.18E-01,0.311264192,23.73,-50.67,2.96E-04,0.101046052,1.17,0.61,0.311264192,0.311264192,3.73E+02,0.311264192,1.18E-01,893.06,4,7,28,31.895,300,7.92E+03,0.31126,0.311264192
700,0.85,0.00425,-159,4.16E-01,0.401882353,23.73,-50.67,5.95E-04,0.416392941,1,0.61,0.401882353,0.401882353,2.35E+02,0.401882353,4.16E-01,893.06,4,7,28,31.895,300,2.53E+04,0.40188,0.401882353
1000,0.85,0.00639,-215,7.23E-01,0.427599816,23.73,-50.67,7.23E-04,0.810073831,0.893,0.61,0.427599816,0.427599816,1.56E+02,0.427599816,7.23E-01,893.06,4,7,28,31.895,300,4.62E+04,0.427599,0.427599816
300,0.85,0.296735905,-210,4.46E-03,0.000887353,23.73,-50.67,1.49E-05,0.001603781,2.78,0.61,0.000887353,0.000887353,3.37E+00,0.000887353,4.46E-03,47.62,2,2,4,11.905,295,4.41E+04,0.00088735,0.000887353
400,0.85,0.194552529,-220,9.95E-03,0.001867004,23.73,-50.67,2.49E-05,0.003703402,2.687,0.61,0.001867004,0.001867004,5.14E+00,0.001867004,9.95E-03,47.62,2,2,4,11.905,295,4.84E+04,0.001867,0.001867004
